calendar_age, ci_lower, mean, ci_upper
8.5338480000e+03, 7.9358788125e-10, 1.2130025134e-06, 6.6486592801e-06
8.5433520000e+03, 8.1007264526e-10, 1.2457650540e-06, 6.7570673982e-06
8.5528560000e+03, 8.3269849632e-10, 1.2804015938e-06, 6.8896099518e-06
8.5623600000e+03, 8.4696033306e-10, 1.3170893004e-06, 7.0124594595e-06
8.5718640000e+03, 8.9727814781e-10, 1.3560169891e-06, 7.2033989362e-06
8.5813680000e+03, 9.5999661103e-10, 1.3973890666e-06, 7.3944382147e-06
8.5908720000e+03, 1.0205872817e-09, 1.4414284753e-06, 7.5429306869e-06
8.6003760000e+03, 1.0710518230e-09, 1.4883779817e-06, 7.8611412095e-06
8.6098800000e+03, 1.1522365173e-09, 1.5384998506e-06, 8.1426721400e-06
8.6193840000e+03, 1.2419267575e-09, 1.5920747543e-06, 8.4192877697e-06
8.6288880000e+03, 1.2681388653e-09, 1.6494014501e-06, 8.7233927661e-06
8.6383920000e+03, 1.3626497976e-09, 1.7107990659e-06, 9.1468126880e-06
