calendar_age, ci_lower, mean, ci_upper
1.2773200000e+03, 2.7082823083e-09, 4.0368745233e-06, 1.5895524813e-05
1.2810400000e+03, 2.7875720705e-09, 4.1516917963e-06, 1.6253779769e-05
1.2847600000e+03, 2.8548765491e-09, 4.2720445719e-06, 1.6637134715e-05
1.2884800000e+03, 2.8989327470e-09, 4.3982687164e-06, 1.7022228122e-05
1.2922000000e+03, 3.0391495467e-09, 4.5306692614e-06, 1.7472511407e-05
1.2959200000e+03, 3.1102423912e-09, 4.6695320075e-06, 1.7965749666e-05
1.2996400000e+03, 3.2662245439e-09, 4.8151356802e-06, 1.8526825388e-05
1.3033600000e+03, 3.3677103101e-09, 4.9677620804e-06, 1.9065322612e-05
1.3070800000e+03, 3.4156509396e-09, 5.1277029749e-06, 1.9592154906e-05
1.3108000000e+03, 3.6625759125e-09, 5.2952630611e-06, 2.0181507111e-05
1.3145200000e+03, 3.7844791234e-09, 5.4707593339e-06, 2.0644245990e-05
1.3182400000e+03, 3.9744135159e-09, 5.6545188801e-06, 2.1340267434e-05
1.3219600000e+03, 4.2404991737e-09, 5.8468788858e-06, 2.1895508796e-05
1.3256800000e+03, 4.5234921097e-09, 6.0481935188e-06, 2.2533741063e-05
1.3294000000e+03, 4.7146327688e-09, 6.2588518048e-06, 2.3107634373e-05
1.3331200000e+03, 5.0402652539e-09, 6.4793087344e-06, 2.3727463713e-05
1.3368400000e+03, 5.2566314258e-09, 6.7101291387e-06, 2.4409867358e-05
1.3405600000e+03, 5.6968161601e-09, 6.9520408810e-06, 2.5166113778e-05
1.3442800000e+03, 6.3078143987e-09, 7.2059911019e-06, 2.5854293759e-05
1.3480000000e+03, 6.8546586415e-09, 7.4731973149e-06, 2.6568423376e-05
1.3517200000e+03, 7.6597575370e-09, 7.7551852217e-06, 2.7309957699e-05
1.3554400000e+03, 8.8378930297e-09, 8.0538084153e-06, 2.8063384237e-05
1.3591600000e+03, 9.4714249853e-09, 8.3712518363e-06, 2.9096001199e-05
1.3628800000e+03, 1.0281452331e-08, 8.7100290738e-06, 2.9959326597e-05
1.3666000000e+03, 1.1354251559e-08, 9.0729897207e-06, 3.0736611971e-05
1.3703200000e+03, 1.2575951937e-08, 9.4633535129e-06, 3.1751911473e-05
1.3740400000e+03, 1.3872411440e-08, 9.8847821774e-06, 3.2807252523e-05
1.3777600000e+03, 1.5771043721e-08, 1.0341491085e-05, 3.4075563951e-05
1.3814800000e+03, 1.7765362789e-08, 1.0838396778e-05, 3.5670332247e-05
1.3852000000e+03, 1.9942489178e-08, 1.1381297959e-05, 3.6827573512e-05
1.3889200000e+03, 2.4016973430e-08, 1.1977097048e-05, 3.8380418278e-05
1.3926400000e+03, 2.8865321089e-08, 1.2634082135e-05, 4.0516392000e-05
1.3963600000e+03, 3.3235836467e-08, 1.3362295660e-05, 4.2262539419e-05
1.4000800000e+03, 3.7323342514e-08, 1.4174004468e-05, 4.4931705193e-05
1.4038000000e+03, 4.4564676548e-08, 1.5084247805e-05, 4.7802261919e-05
1.4075200000e+03, 5.5002343612e-08, 1.6111389450e-05, 5.2107157461e-05
1.4112400000e+03, 7.0411098498e-08, 1.7277592228e-05, 5.7137075988e-05
1.4149600000e+03, 9.0446592852e-08, 1.8609243264e-05, 6.2751276970e-05
1.4186800000e+03, 1.1588019655e-07, 2.0137592254e-05, 7.1730468099e-05
1.4224000000e+03, 1.5056959305e-07, 2.1900067057e-05, 8.1237609625e-05
1.4261200000e+03, 2.0355697024e-07, 2.3942650456e-05, 9.1552177895e-05
1.4298400000e+03, 2.8117125980e-07, 2.6323266882e-05, 1.0184377584e-04
1.4335600000e+03, 3.7528703945e-07, 2.9115652129e-05, 1.1533550919e-04
1.4372800000e+03, 5.2413200195e-07, 3.2413153256e-05, 1.3089225510e-04
1.4410000000e+03, 6.8954618541e-07, 3.6332473588e-05, 1.4753567473e-04
1.4447200000e+03, 9.6323015921e-07, 4.1018101847e-05, 1.6496189308e-04
1.4484400000e+03, 1.3290795383e-06, 4.6648439665e-05, 1.8437157074e-04
1.4521600000e+03, 1.8030533574e-06, 5.3444300655e-05, 2.0493064008e-04
1.4558800000e+03, 2.6772752057e-06, 6.1679862706e-05, 2.2785848496e-04
1.4596000000e+03, 3.9798372031e-06, 7.1695747491e-05, 2.5005913381e-04
1.4633200000e+03, 6.0440809336e-06, 8.3913752051e-05, 2.7488649135e-04
1.4670400000e+03, 8.9434314550e-06, 9.8852600360e-05, 3.0191000545e-04
1.4707600000e+03, 1.2343183547e-05, 1.1714359514e-04, 3.3281193890e-04
1.4744800000e+03, 1.7101633910e-05, 1.3954403539e-04, 3.6251279119e-04
1.4782000000e+03, 2.4762076016e-05, 1.6694463367e-04, 3.9906203510e-04
1.4819200000e+03, 3.3098949494e-05, 2.0036487484e-04, 4.3736272217e-04
1.4856400000e+03, 4.4198829692e-05, 2.4092735685e-04, 4.7952655143e-04
1.4893600000e+03, 6.1035348120e-05, 2.8979899008e-04, 5.2993528019e-04
1.4930800000e+03, 8.6765966575e-05, 3.4808444381e-04, 5.8572901911e-04
1.4968000000e+03, 1.2940021173e-04, 4.1665726005e-04, 6.5296593783e-04
1.5005200000e+03, 1.9370242093e-04, 4.9591945886e-04, 7.3204878770e-04
1.5042400000e+03, 2.8842019733e-04, 5.8549468970e-04, 8.2627988677e-04
1.5079600000e+03, 4.1272310015e-04, 6.8388573356e-04, 9.4770813979e-04
1.5116800000e+03, 5.1238597241e-04, 7.8816362763e-04, 1.0911066151e-03
1.5154000000e+03, 5.6435302303e-04, 8.9379451641e-04, 1.2520488959e-03
1.5191200000e+03, 5.9215462785e-04, 9.9473233576e-04, 1.4507674942e-03
1.5228400000e+03, 6.0842995037e-04, 1.0838835954e-03, 1.6447236165e-03
1.5265600000e+03, 6.2032706350e-04, 1.1539650228e-03, 1.8124541319e-03
1.5302800000e+03, 6.2908370578e-04, 1.1986359259e-03, 1.9354425387e-03
1.5340000000e+03, 6.3538041649e-04, 1.2136469405e-03, 1.9651442727e-03
1.5377200000e+03, 6.3781625197e-04, 1.1976804641e-03, 1.9122269333e-03
1.5414400000e+03, 6.3702845892e-04, 1.1526182515e-03, 1.7886862196e-03
1.5451600000e+03, 6.3073021860e-04, 1.0831482146e-03, 1.6269020266e-03
1.5488800000e+03, 6.2034660148e-04, 9.9583976200e-04, 1.4331370253e-03
1.5526000000e+03, 5.8985085038e-04, 8.9797504654e-04, 1.2550108281e-03
1.5563200000e+03, 5.1753407509e-04, 7.9645675814e-04, 1.0934054272e-03
1.5600400000e+03, 3.9639207467e-04, 6.9702591220e-04, 9.6721388293e-04
1.5637600000e+03, 2.7880054455e-04, 6.0387743486e-04, 8.6833724226e-04
1.5674800000e+03, 1.9397070672e-04, 5.1963076136e-04, 7.8821878262e-04
1.5712000000e+03, 1.4115610454e-04, 4.4554046570e-04, 7.2661968618e-04
1.5749200000e+03, 1.0849341372e-04, 3.8182058302e-04, 6.7117618347e-04
1.5786400000e+03, 8.6106579432e-05, 3.2798334223e-04, 6.2401911628e-04
1.5823600000e+03, 7.0109155280e-05, 2.8313263812e-04, 5.8016619056e-04
1.5860800000e+03, 5.9389437440e-05, 2.4618758792e-04, 5.3784989532e-04
1.5898000000e+03, 5.0643791437e-05, 2.1603512385e-04, 5.0227857272e-04
1.5935200000e+03, 4.3019301813e-05, 1.9162284647e-04, 4.6642254888e-04
1.5972400000e+03, 3.6203713549e-05, 1.7200736124e-04, 4.3367928991e-04
1.6009600000e+03, 3.2141820994e-05, 1.5637252103e-04, 4.0260141725e-04
1.6046800000e+03, 2.8479013267e-05, 1.4402912147e-04, 3.7548208034e-04
1.6084000000e+03, 2.6240809447e-05, 1.3440434670e-04, 3.5002607763e-04
1.6121200000e+03, 2.4920308088e-05, 1.2702648380e-04, 3.2277627033e-04
1.6158400000e+03, 2.3366343561e-05, 1.2150838232e-04, 3.0053454155e-04
1.6195600000e+03, 2.3208987170e-05, 1.1753176363e-04, 2.8025077144e-04
1.6232800000e+03, 2.3669255855e-05, 1.1483357171e-04, 2.6327283837e-04
1.6270000000e+03, 2.4647588046e-05, 1.1319489659e-04, 2.5058307747e-04
1.6307200000e+03, 2.7259150246e-05, 1.1243249312e-04, 2.3645188937e-04
1.6344400000e+03, 2.9284832039e-05, 1.1239257427e-04, 2.2878822245e-04
1.6381600000e+03, 3.1503512111e-05, 1.1294642150e-04, 2.2251913483e-04
1.6418800000e+03, 3.4161180098e-05, 1.1398738995e-04, 2.2152904695e-04
1.6456000000e+03, 3.8676631989e-05, 1.1542896126e-04, 2.2287725375e-04
1.6493200000e+03, 4.4490377736e-05, 1.1720347970e-04, 2.2338608128e-04
1.6530400000e+03, 4.8697383121e-05, 1.1926108452e-04, 2.2662889143e-04
1.6567600000e+03, 5.3764957691e-05, 1.2156824701e-04, 2.2861025807e-04
1.6604800000e+03, 5.7954974632e-05, 1.2410538700e-04, 2.3320820032e-04
1.6642000000e+03, 6.0635055360e-05, 1.2686331618e-04, 2.3574607250e-04
1.6679200000e+03, 6.3269814618e-05, 1.2983862340e-04, 2.4371060599e-04
1.6716400000e+03, 6.6690020891e-05, 1.3302841143e-04, 2.4921306858e-04
1.6753600000e+03, 6.9594710372e-05, 1.3642492748e-04, 2.5846390578e-04
1.6790800000e+03, 7.2295528440e-05, 1.4001063544e-04, 2.7151586501e-04
1.6828000000e+03, 7.4525189756e-05, 1.4375424903e-04, 2.8435704833e-04
1.6865200000e+03, 7.6918180396e-05, 1.4760823914e-04, 3.0248739219e-04
1.6902400000e+03, 7.8726607057e-05, 1.5150835613e-04, 3.2323564546e-04
1.6939600000e+03, 8.0981079504e-05, 1.5537576829e-04, 3.4107335768e-04
1.6976800000e+03, 8.2976710577e-05, 1.5912246652e-04, 3.5337165017e-04
1.7014000000e+03, 8.5309981664e-05, 1.6266039882e-04, 3.6592913684e-04
1.7051200000e+03, 8.7590079648e-05, 1.6591396896e-04, 3.7128594733e-04
1.7088400000e+03, 8.9696995735e-05, 1.6883388252e-04, 3.7164563779e-04
1.7125600000e+03, 9.2272373344e-05, 1.7140849177e-04, 3.6790992075e-04
1.7162800000e+03, 9.5466235080e-05, 1.7366822833e-04, 3.6054119975e-04
1.7200000000e+03, 9.9050903227e-05, 1.7568057110e-04, 3.4789449260e-04
1.7237200000e+03, 1.0250989182e-04, 1.7753676753e-04, 3.2576467518e-04
1.7274400000e+03, 1.0580668553e-04, 1.7933499143e-04, 3.0882406077e-04
1.7311600000e+03, 1.0861997561e-04, 1.8116555167e-04, 2.9330340805e-04
1.7348800000e+03, 1.1132041270e-04, 1.8310180562e-04, 2.7742562775e-04
1.7386000000e+03, 1.1311016753e-04, 1.8519724476e-04, 2.6469833909e-04
1.7423200000e+03, 1.1554753535e-04, 1.8748690056e-04, 2.6025965902e-04
1.7460400000e+03, 1.1693568745e-04, 1.8999067207e-04, 2.5843482800e-04
1.7497600000e+03, 1.1744682576e-04, 1.9271689207e-04, 2.5858133079e-04
1.7534800000e+03, 1.1890594831e-04, 1.9566541907e-04, 2.6072578188e-04
1.7572000000e+03, 1.1965002027e-04, 1.9883014773e-04, 2.6350998452e-04
1.7609200000e+03, 1.2005528309e-04, 2.0220102429e-04, 2.6662160787e-04
1.7646400000e+03, 1.2057468557e-04, 2.0576565431e-04, 2.6920083240e-04
1.7683600000e+03, 1.2337036229e-04, 2.0951056995e-04, 2.7266723477e-04
1.7720800000e+03, 1.2484935729e-04, 2.1342222305e-04, 2.7623897571e-04
1.7758000000e+03, 1.2712351221e-04, 2.1748776280e-04, 2.8106169861e-04
1.7795200000e+03, 1.3117362503e-04, 2.2169562543e-04, 2.8555473192e-04
1.7832400000e+03, 1.3366204427e-04, 2.2603592111e-04, 2.9034216642e-04
1.7869600000e+03, 1.3764689704e-04, 2.3050058134e-04, 2.9516467342e-04
1.7906800000e+03, 1.4303576179e-04, 2.3508324579e-04, 2.9939042595e-04
1.7944000000e+03, 1.4679422512e-04, 2.3977891912e-04, 3.0369751869e-04
1.7981200000e+03, 1.5173906522e-04, 2.4458348769e-04, 3.0879728929e-04
1.8018400000e+03, 1.5690432645e-04, 2.4949322207e-04, 3.1372772030e-04
1.8055600000e+03, 1.6322222637e-04, 2.5450438215e-04, 3.1887003967e-04
1.8092800000e+03, 1.6923873073e-04, 2.5961299364e-04, 3.2428829019e-04
1.8130000000e+03, 1.7608348171e-04, 2.6481480035e-04, 3.3002435607e-04
1.8167200000e+03, 1.8257960120e-04, 2.7010534684e-04, 3.3501110107e-04
1.8204400000e+03, 1.8929991863e-04, 2.7548012461e-04, 3.4068896087e-04
1.8241600000e+03, 1.9666726753e-04, 2.8093472181e-04, 3.4659223080e-04
1.8278800000e+03, 2.0286788997e-04, 2.8646493732e-04, 3.5200180310e-04
1.8316000000e+03, 2.0913338080e-04, 2.9206684262e-04, 3.5746201290e-04
1.8353200000e+03, 2.1623444398e-04, 2.9773679102e-04, 3.6320510923e-04
1.8390400000e+03, 2.2370011092e-04, 3.0347138401e-04, 3.6828632507e-04
1.8427600000e+03, 2.3171814110e-04, 3.0926740896e-04, 3.7406202729e-04
1.8464800000e+03, 2.3852146367e-04, 3.1512176334e-04, 3.7920084298e-04
1.8502000000e+03, 2.4549553046e-04, 3.2103137967e-04, 3.8522419497e-04
1.8539200000e+03, 2.5267998880e-04, 3.2699316227e-04, 3.9099870372e-04
1.8576400000e+03, 2.5883324990e-04, 3.3300394283e-04, 3.9688636218e-04
1.8613600000e+03, 2.6583403567e-04, 3.3906045758e-04, 4.0307673772e-04
1.8650800000e+03, 2.7250101164e-04, 3.4515934427e-04, 4.0862287413e-04
1.8688000000e+03, 2.7837582875e-04, 3.5129715458e-04, 4.1554056772e-04
1.8725200000e+03, 2.8600389403e-04, 3.5747037624e-04, 4.2192589366e-04
1.8762400000e+03, 2.9192816511e-04, 3.6367546029e-04, 4.2801438126e-04
1.8799600000e+03, 2.9786217633e-04, 3.6990885134e-04, 4.3488017229e-04
1.8836800000e+03, 3.0438217237e-04, 3.7616702022e-04, 4.4123291491e-04
1.8874000000e+03, 3.1235650158e-04, 3.8244649930e-04, 4.4745834665e-04
1.8911200000e+03, 3.1867122422e-04, 3.8874391869e-04, 4.5434110227e-04
1.8948400000e+03, 3.2454751932e-04, 3.9505604021e-04, 4.6131015484e-04
1.8985600000e+03, 3.3023559129e-04, 4.0137978471e-04, 4.6828277527e-04
1.9022800000e+03, 3.3660607575e-04, 4.0771224965e-04, 4.7596346977e-04
1.9060000000e+03, 3.4255366704e-04, 4.1405071257e-04, 4.8347709930e-04
1.9097200000e+03, 3.4931311034e-04, 4.2039261083e-04, 4.9203834003e-04
1.9134400000e+03, 3.5494587688e-04, 4.2673547859e-04, 4.9959510756e-04
1.9171600000e+03, 3.6106202430e-04, 4.3307681933e-04, 5.0771611526e-04
1.9208800000e+03, 3.6622207373e-04, 4.3941390347e-04, 5.1625245149e-04
1.9246000000e+03, 3.7258816945e-04, 4.4574350533e-04, 5.2437089748e-04
1.9283200000e+03, 3.7827843270e-04, 4.5206161817e-04, 5.3328455965e-04
1.9320400000e+03, 3.8341078453e-04, 4.5836319664e-04, 5.4046546800e-04
1.9357600000e+03, 3.8908929941e-04, 4.6464196914e-04, 5.4936403412e-04
1.9394800000e+03, 3.9532968282e-04, 4.7089035085e-04, 5.5811081241e-04
1.9432000000e+03, 4.0212255789e-04, 4.7709948396e-04, 5.6879581253e-04
1.9469200000e+03, 4.0713918932e-04, 4.8325943305e-04, 5.7730931023e-04
1.9506400000e+03, 4.1254708993e-04, 4.8935954537e-04, 5.8684965212e-04
1.9543600000e+03, 4.1782643850e-04, 4.9538892422e-04, 5.9622486172e-04
1.9580800000e+03, 4.2300998891e-04, 5.0133686883e-04, 6.0355822406e-04
1.9618000000e+03, 4.2831115039e-04, 5.0719306460e-04, 6.1223654100e-04
1.9655200000e+03, 4.3336729119e-04, 5.1294733251e-04, 6.2207808982e-04
1.9692400000e+03, 4.3732559133e-04, 5.1858889464e-04, 6.3050690381e-04
1.9729600000e+03, 4.4157962786e-04, 5.2410534223e-04, 6.3921018037e-04
1.9766800000e+03, 4.4602198076e-04, 5.2948170358e-04, 6.4751733385e-04
1.9804000000e+03, 4.4997795334e-04, 5.3470008984e-04, 6.5372174728e-04
1.9841200000e+03, 4.5413381542e-04, 5.3974027001e-04, 6.6209342132e-04
1.9878400000e+03, 4.5858781101e-04, 5.4458120396e-04, 6.6780993398e-04
