calendar_age, ci_lower, mean, ci_upper
1.9915600000e+03, 4.6262768518e-04, 5.4920316916e-04, 6.7397737657e-04
1.9952800000e+03, 4.6691706432e-04, 5.5358986826e-04, 6.7982040411e-04
1.9990000000e+03, 4.7049430759e-04, 5.5772998244e-04, 6.8707732644e-04
2.0027200000e+03, 4.7373572237e-04, 5.6161801317e-04, 6.8889051360e-04
2.0064400000e+03, 4.7772902987e-04, 5.6525463951e-04, 6.9483099855e-04
2.0101600000e+03, 4.8025819152e-04, 5.6864685103e-04, 6.9599053489e-04
2.0138800000e+03, 4.8430355860e-04, 5.7180773643e-04, 6.9764735680e-04
2.0176000000e+03, 4.8658243735e-04, 5.7475540593e-04, 6.9840599922e-04
2.0213200000e+03, 4.8828911464e-04, 5.7751062419e-04, 6.9834803585e-04
2.0250400000e+03, 4.9053735695e-04, 5.8009342801e-04, 6.9955453181e-04
2.0287600000e+03, 4.9307169211e-04, 5.8251978667e-04, 6.9998048295e-04
2.0324800000e+03, 4.9542807220e-04, 5.8479955406e-04, 6.9928448355e-04
2.0362000000e+03, 4.9709557622e-04, 5.8693636109e-04, 6.9954465440e-04
2.0399200000e+03, 4.9858628560e-04, 5.8892914915e-04, 6.9974231461e-04
2.0436400000e+03, 5.0004091915e-04, 5.9077440047e-04, 6.9863281400e-04
2.0473600000e+03, 5.0126944631e-04, 5.9246809327e-04, 6.9968353857e-04
2.0510800000e+03, 5.0173348213e-04, 5.9400683713e-04, 7.0019068859e-04
2.0548000000e+03, 5.0205913690e-04, 5.9538815395e-04, 7.0040195205e-04
2.0585200000e+03, 5.0315248204e-04, 5.9661019320e-04, 6.9985993954e-04
2.0622400000e+03, 5.0141386448e-04, 5.9767124855e-04, 6.9939664838e-04
2.0659600000e+03, 4.9930513526e-04, 5.9856935521e-04, 6.9979202193e-04
2.0696800000e+03, 4.9987177260e-04, 5.9930210367e-04, 7.0218523683e-04
2.0734000000e+03, 4.9949085619e-04, 5.9986668252e-04, 7.0295479087e-04
2.0771200000e+03, 4.9833390313e-04, 6.0026009546e-04, 7.0345132428e-04
2.0808400000e+03, 4.9544979269e-04, 6.0047948047e-04, 7.0470657572e-04
2.0845600000e+03, 4.9310772669e-04, 6.0052246442e-04, 7.0594703389e-04
2.0882800000e+03, 4.9052464255e-04, 6.0038748648e-04, 7.0712334468e-04
2.0920000000e+03, 4.8637387566e-04, 6.0007400938e-04, 7.0743881569e-04
2.0957200000e+03, 4.8146171815e-04, 5.9958253270e-04, 7.0785943396e-04
2.0994400000e+03, 4.7642631045e-04, 5.9891436482e-04, 7.0749418747e-04
2.1031600000e+03, 4.7117587594e-04, 5.9807121679e-04, 7.0615190314e-04
2.1068800000e+03, 4.6617357816e-04, 5.9705480351e-04, 7.0612537046e-04
2.1106000000e+03, 4.6126696421e-04, 5.9586667622e-04, 7.0598520140e-04
2.1143200000e+03, 4.5495966355e-04, 5.9450839573e-04, 7.0502068049e-04
2.1180400000e+03, 4.4792065908e-04, 5.9298194580e-04, 7.0424780043e-04
2.1217600000e+03, 4.3874215375e-04, 5.9129014217e-04, 7.0246754709e-04
2.1254800000e+03, 4.3249171982e-04, 5.8943683335e-04, 7.0134008254e-04
2.1292000000e+03, 4.2454912845e-04, 5.8742683868e-04, 6.9918763544e-04
2.1329200000e+03, 4.1717809825e-04, 5.8526564293e-04, 6.9693528675e-04
2.1366400000e+03, 4.0939564031e-04, 5.8295885554e-04, 6.9620450759e-04
2.1403600000e+03, 4.0124646885e-04, 5.8051159464e-04, 6.9436020849e-04
2.1440800000e+03, 3.9301052752e-04, 5.7792832335e-04, 6.9090414068e-04
2.1478000000e+03, 3.8527781865e-04, 5.7521368415e-04, 6.8883773653e-04
2.1515200000e+03, 3.7824984304e-04, 5.7237404692e-04, 6.8646572964e-04
2.1552400000e+03, 3.7017003695e-04, 5.6941853711e-04, 6.8379355823e-04
2.1589600000e+03, 3.6360753904e-04, 5.6635859647e-04, 6.8163410565e-04
2.1626800000e+03, 3.5705312067e-04, 5.6320653265e-04, 6.7807265584e-04
2.1664000000e+03, 3.4809277065e-04, 5.5997433063e-04, 6.7478034660e-04
2.1701200000e+03, 3.4114721832e-04, 5.5667338138e-04, 6.7191708202e-04
2.1738400000e+03, 3.3363245582e-04, 5.5331480306e-04, 6.6791204389e-04
2.1775600000e+03, 3.2752015718e-04, 5.4990985151e-04, 6.6452308406e-04
2.1812800000e+03, 3.2124326786e-04, 5.4647032971e-04, 6.6133730293e-04
2.1850000000e+03, 3.1495430477e-04, 5.4300911638e-04, 6.5844288135e-04
2.1887200000e+03, 3.0993115907e-04, 5.3954074836e-04, 6.5528195945e-04
2.1924400000e+03, 3.0561618831e-04, 5.3608177211e-04, 6.5213878866e-04
2.1961600000e+03, 3.0235379336e-04, 5.3265062025e-04, 6.4782224048e-04
2.1998800000e+03, 2.9762876801e-04, 5.2926702131e-04, 6.4407218126e-04
2.2036000000e+03, 2.9367335834e-04, 5.2595118844e-04, 6.3975215456e-04
2.2073200000e+03, 2.9090004676e-04, 5.2272309350e-04, 6.3507440819e-04
2.2110400000e+03, 2.9027948622e-04, 5.1960201271e-04, 6.3148429948e-04
2.2147600000e+03, 2.9081969161e-04, 5.1660634448e-04, 6.2721741629e-04
2.2184800000e+03, 2.8953521180e-04, 5.1375356921e-04, 6.2386483875e-04
2.2222000000e+03, 2.9220803749e-04, 5.1106019254e-04, 6.1944410261e-04
2.2259200000e+03, 2.9642384670e-04, 5.0854156016e-04, 6.1536419858e-04
2.2296400000e+03, 3.0187160298e-04, 5.0621149667e-04, 6.1125809202e-04
2.2333600000e+03, 3.0958025250e-04, 5.0408176657e-04, 6.0712647431e-04
2.2370800000e+03, 3.1741398847e-04, 5.0216137727e-04, 6.0284364128e-04
2.2408000000e+03, 3.2869454841e-04, 5.0045576044e-04, 5.9910401305e-04
2.2445200000e+03, 3.3926557991e-04, 4.9896588821e-04, 5.9947381395e-04
2.2482400000e+03, 3.5208725739e-04, 4.9768740099e-04, 5.9920578298e-04
2.2519600000e+03, 3.6509122141e-04, 4.9660982836e-04, 6.0136530839e-04
2.2556800000e+03, 3.7373812814e-04, 4.9571596561e-04, 6.0655949587e-04
2.2594000000e+03, 3.7981226365e-04, 4.9498143676e-04, 6.1693390652e-04
2.2631200000e+03, 3.8615180070e-04, 4.9437445087e-04, 6.3530601952e-04
2.2668400000e+03, 3.8792986829e-04, 4.9385575889e-04, 6.5290503531e-04
2.2705600000e+03, 3.8498590236e-04, 4.9337884158e-04, 6.7658388312e-04
2.2742800000e+03, 3.8009795134e-04, 4.9289038610e-04, 6.9879611964e-04
2.2780000000e+03, 3.7443084246e-04, 4.9233111825e-04, 7.2093799881e-04
2.2817200000e+03, 3.7051298252e-04, 4.9163703891e-04, 7.4310781192e-04
2.2854400000e+03, 3.6478265434e-04, 4.9074107472e-04, 7.7274133211e-04
2.2891600000e+03, 3.5823242553e-04, 4.8957510611e-04, 7.9991051272e-04
2.2928800000e+03, 3.5349124339e-04, 4.8807228872e-04, 8.2517420206e-04
2.2966000000e+03, 3.4874785522e-04, 4.8616952899e-04, 8.4781482995e-04
2.3003200000e+03, 3.4512724920e-04, 4.8380990436e-04, 8.6685797622e-04
2.3040400000e+03, 3.4018351523e-04, 4.8094474182e-04, 8.8562928786e-04
2.3077600000e+03, 3.3635829379e-04, 4.7753502754e-04, 9.0353257227e-04
2.3114800000e+03, 3.3253327267e-04, 4.7355186641e-04, 9.0911586483e-04
2.3152000000e+03, 3.2900740292e-04, 4.6897586253e-04, 9.1076669637e-04
2.3189200000e+03, 3.2420910829e-04, 4.6379550130e-04, 9.1136247419e-04
2.3226400000e+03, 3.1886877343e-04, 4.5800479534e-04, 9.0481543626e-04
2.3263600000e+03, 3.1372126390e-04, 4.5160056184e-04, 8.8304720872e-04
2.3300800000e+03, 3.0868379126e-04, 4.4457976873e-04, 8.6344223083e-04
2.3338000000e+03, 3.0258747241e-04, 4.3693751756e-04, 8.3440012759e-04
2.3375200000e+03, 2.9663759715e-04, 4.2866650257e-04, 8.1429229848e-04
2.3412400000e+03, 2.8999176738e-04, 4.1975914970e-04, 7.8722599303e-04
2.3449600000e+03, 2.8328873581e-04, 4.1021373967e-04, 7.5415591307e-04
2.3486800000e+03, 2.7687239161e-04, 4.0004492937e-04, 7.1552939456e-04
2.3524000000e+03, 2.7014675121e-04, 3.8929669155e-04, 6.8099360380e-04
2.3561200000e+03, 2.6406260756e-04, 3.7805263287e-04, 6.4162620712e-04
2.3598400000e+03, 2.5819293457e-04, 3.6643742142e-04, 6.0345748910e-04
2.3635600000e+03, 2.5159608341e-04, 3.5460589492e-04, 5.6910024478e-04
2.3672800000e+03, 2.4476754606e-04, 3.4272250438e-04, 5.3409920162e-04
2.3710000000e+03, 2.3791565736e-04, 3.3093895396e-04, 4.9877174833e-04
2.3747200000e+03, 2.3055416421e-04, 3.1937832046e-04, 4.6729790038e-04
2.3784400000e+03, 2.2241846358e-04, 3.0812956637e-04, 4.3818358919e-04
2.3821600000e+03, 2.1281875265e-04, 2.9725084774e-04, 4.1273678718e-04
2.3858800000e+03, 1.9979812409e-04, 2.8677703381e-04, 3.8912676741e-04
2.3896000000e+03, 1.8493539392e-04, 2.7672724230e-04, 3.7144161654e-04
2.3933200000e+03, 1.6979430737e-04, 2.6711032396e-04, 3.5817836383e-04
2.3970400000e+03, 1.5110874332e-04, 2.5792815372e-04, 3.4634725716e-04
2.4007600000e+03, 1.3127124685e-04, 2.4917746556e-04, 3.3712820262e-04
2.4044800000e+03, 1.1549879654e-04, 2.4085099807e-04, 3.2935852942e-04
2.4082000000e+03, 1.0179888763e-04, 2.3293841010e-04, 3.2175726724e-04
2.4119200000e+03, 8.8891585010e-05, 2.2542712571e-04, 3.1594981400e-04
2.4156400000e+03, 7.7160658943e-05, 2.1830309380e-04, 3.1010565826e-04
2.4193600000e+03, 6.9117685243e-05, 2.1155140196e-04, 3.0383574143e-04
2.4230800000e+03, 5.9794658330e-05, 2.0515673056e-04, 2.9849948556e-04
2.4268000000e+03, 5.2673746366e-05, 1.9910371019e-04, 2.9327266607e-04
2.4305200000e+03, 4.7761706458e-05, 1.9337727788e-04, 2.8890246873e-04
2.4342400000e+03, 4.3482969323e-05, 1.8796307262e-04, 2.8444902443e-04
2.4379600000e+03, 4.0208957276e-05, 1.8284780732e-04, 2.7994492489e-04
2.4416800000e+03, 3.7437950938e-05, 1.7801949771e-04, 2.7452101742e-04
2.4454000000e+03, 3.4724426509e-05, 1.7346747976e-04, 2.6994336567e-04
2.4491200000e+03, 3.3414300486e-05, 1.6918226709e-04, 2.6555008716e-04
2.4528400000e+03, 3.2061779214e-05, 1.6515538695e-04, 2.6136926264e-04
2.4565600000e+03, 3.0864170936e-05, 1.6137931619e-04, 2.5722692757e-04
2.4602800000e+03, 3.0112854159e-05, 1.5784754249e-04, 2.5284889606e-04
2.4640000000e+03, 2.9388462048e-05, 1.5455468210e-04, 2.4861098044e-04
2.4677200000e+03, 2.8979254511e-05, 1.5149655930e-04, 2.4409059823e-04
2.4714400000e+03, 2.9128882205e-05, 1.4867019257e-04, 2.4025360217e-04
2.4751600000e+03, 2.9375259982e-05, 1.4607369697e-04, 2.3641370287e-04
2.4788800000e+03, 3.0164780270e-05, 1.4370615549e-04, 2.3311311819e-04
2.4826000000e+03, 3.0219770481e-05, 1.4156751775e-04, 2.2947386080e-04
2.4863200000e+03, 3.0748399622e-05, 1.3965855933e-04, 2.2631181722e-04
2.4900400000e+03, 3.1607368676e-05, 1.3798089559e-04, 2.2350888667e-04
2.4937600000e+03, 3.2715089881e-05, 1.3653701173e-04, 2.2019844513e-04
2.4974800000e+03, 3.3846478037e-05, 1.3533025782e-04, 2.1768943571e-04
2.5012000000e+03, 3.5196962610e-05, 1.3436477158e-04, 2.1616243170e-04
2.5049200000e+03, 3.6774848719e-05, 1.3364532822e-04, 2.1398790853e-04
2.5086400000e+03, 3.8383793984e-05, 1.3317715859e-04, 2.1206790313e-04
2.5123600000e+03, 4.0845396192e-05, 1.3296580353e-04, 2.0964702217e-04
2.5160800000e+03, 4.3469779716e-05, 1.3301706385e-04, 2.0784616271e-04
2.5198000000e+03, 4.6160216803e-05, 1.3333706133e-04, 2.0655965840e-04
2.5235200000e+03, 4.8832314254e-05, 1.3393236578e-04, 2.0575441360e-04
2.5272400000e+03, 5.1694292964e-05, 1.3481010175e-04, 2.0546048652e-04
2.5309600000e+03, 5.4692342284e-05, 1.3597795487e-04, 2.0516146438e-04
2.5346800000e+03, 5.8745805193e-05, 1.3744405403e-04, 2.0571740048e-04
2.5384000000e+03, 6.2579837795e-05, 1.3921678205e-04, 2.0641098412e-04
2.5421200000e+03, 6.6350055106e-05, 1.4130461734e-04, 2.0758501604e-04
2.5458400000e+03, 7.0963974093e-05, 1.4371610011e-04, 2.0868589850e-04
2.5495600000e+03, 7.5361249026e-05, 1.4645995054e-04, 2.1050241098e-04
2.5532800000e+03, 8.1029259162e-05, 1.4954528145e-04, 2.1271409905e-04
2.5570000000e+03, 8.5504563998e-05, 1.5298179208e-04, 2.1578011543e-04
2.5607200000e+03, 9.0782561757e-05, 1.5677983401e-04, 2.1898599561e-04
2.5644400000e+03, 9.5808753791e-05, 1.6095029904e-04, 2.2269128188e-04
2.5681600000e+03, 1.0113779514e-04, 1.6550435977e-04, 2.2804468324e-04
2.5718800000e+03, 1.0677691973e-04, 1.7045315229e-04, 2.3424870748e-04
2.5756000000e+03, 1.1241276917e-04, 1.7580750357e-04, 2.4065391756e-04
2.5793200000e+03, 1.1806103944e-04, 1.8157777153e-04, 2.4828046805e-04
2.5830400000e+03, 1.2360361269e-04, 1.8777380775e-04, 2.5592792537e-04
2.5867600000e+03, 1.2981326966e-04, 1.9440499920e-04, 2.6364254193e-04
2.5904800000e+03, 1.3617119635e-04, 2.0148031839e-04, 2.7368895208e-04
2.5942000000e+03, 1.4229612153e-04, 2.0900831925e-04, 2.8286983613e-04
2.5979200000e+03, 1.4859732100e-04, 2.1699705195e-04, 2.9247298777e-04
2.6016400000e+03, 1.5555443747e-04, 2.2545391727e-04, 3.0269359721e-04
2.6053600000e+03, 1.6219752834e-04, 2.3438551609e-04, 3.1443312982e-04
2.6090800000e+03, 1.6948441284e-04, 2.4379755278e-04, 3.2655822272e-04
2.6128000000e+03, 1.7718542930e-04, 2.5369481886e-04, 3.3831095445e-04
2.6165200000e+03, 1.8591773022e-04, 2.6408123211e-04, 3.5024589908e-04
2.6202400000e+03, 1.9431588611e-04, 2.7495987097e-04, 3.6334147205e-04
2.6239600000e+03, 2.0272878730e-04, 2.8633294772e-04, 3.7585676912e-04
2.6276800000e+03, 2.1253142518e-04, 2.9820170360e-04, 3.8919789066e-04
2.6314000000e+03, 2.2244512008e-04, 3.1056625625e-04, 4.0287799394e-04
2.6351200000e+03, 2.3301778399e-04, 3.2342545122e-04, 4.1855534665e-04
2.6388400000e+03, 2.4422415047e-04, 3.3677675647e-04, 4.3490626227e-04
2.6425600000e+03, 2.5527119681e-04, 3.5061620665e-04, 4.5020392988e-04
2.6462800000e+03, 2.6674184872e-04, 3.6493837728e-04, 4.6635765680e-04
2.6500000000e+03, 2.7957019417e-04, 3.7973636141e-04, 4.8204279126e-04
2.6537200000e+03, 2.9313798365e-04, 3.9500172917e-04, 4.9895443214e-04
2.6574400000e+03, 3.0705812777e-04, 4.1072446355e-04, 5.1643364381e-04
2.6611600000e+03, 3.2109757397e-04, 4.2689287548e-04, 5.3368261523e-04
2.6648800000e+03, 3.3531725851e-04, 4.4349350609e-04, 5.5151961855e-04
2.6686000000e+03, 3.4948604776e-04, 4.6051102761e-04, 5.7089909912e-04
2.6723200000e+03, 3.6483395758e-04, 4.7792815722e-04, 5.8984105540e-04
2.6760400000e+03, 3.8114711006e-04, 4.9572559954e-04, 6.1010692098e-04
2.6797600000e+03, 3.9846991669e-04, 5.1388202960e-04, 6.3018171880e-04
2.6834800000e+03, 4.1606801469e-04, 5.3237411605e-04, 6.5052480445e-04
2.6872000000e+03, 4.3282306129e-04, 5.5117656749e-04, 6.7126643146e-04
2.6909200000e+03, 4.4987888057e-04, 5.7026217468e-04, 6.9237634653e-04
2.6946400000e+03, 4.6769140205e-04, 5.8960183530e-04, 7.1415373029e-04
2.6983600000e+03, 4.8488106190e-04, 6.0916458767e-04, 7.3646148559e-04
2.7020800000e+03, 5.0307117169e-04, 6.2891771752e-04, 7.5821742502e-04
2.7058000000e+03, 5.2125319830e-04, 6.4882698810e-04, 7.8005022329e-04
2.7095200000e+03, 5.3883878129e-04, 6.6885696074e-04, 8.0222448116e-04
2.7132400000e+03, 5.5721739754e-04, 6.8897128212e-04, 8.2520351386e-04
2.7169600000e+03, 5.7579222334e-04, 7.0913281817e-04, 8.4740849059e-04
2.7206800000e+03, 5.9408775300e-04, 7.2930364979e-04, 8.7041828866e-04
2.7244000000e+03, 6.1295656826e-04, 7.4944510284e-04, 8.9338781777e-04
2.7281200000e+03, 6.3206995984e-04, 7.6951799919e-04, 9.1599788464e-04
2.7318400000e+03, 6.5146294592e-04, 7.8948314323e-04, 9.3712847046e-04
2.7355600000e+03, 6.7117427718e-04, 8.0930185429e-04, 9.5922662536e-04
2.7392800000e+03, 6.8989017731e-04, 8.2893631713e-04, 9.8179097355e-04
2.7430000000e+03, 7.0964981354e-04, 8.4834968269e-04, 1.0020399081e-03
2.7467200000e+03, 7.2950237762e-04, 8.6750604141e-04, 1.0234639267e-03
2.7504400000e+03, 7.4715346648e-04, 8.8637043387e-04, 1.0444370787e-03
2.7541600000e+03, 7.6500876753e-04, 9.0490895087e-04, 1.0640686615e-03
2.7578800000e+03, 7.8193898309e-04, 9.2308885199e-04, 1.0847202778e-03
2.7616000000e+03, 7.9892103949e-04, 9.4087862102e-04, 1.1011218632e-03
2.7653200000e+03, 8.1604363926e-04, 9.5824796384e-04, 1.1178666361e-03
2.7690400000e+03, 8.3368963981e-04, 9.7516782911e-04, 1.1342197978e-03
2.7727600000e+03, 8.4961521611e-04, 9.9161052358e-04, 1.1506524703e-03
2.7764800000e+03, 8.6497865569e-04, 1.0075499226e-03, 1.1665898872e-03
2.7802000000e+03, 8.7985247195e-04, 1.0229617145e-03, 1.1824894508e-03
2.7839200000e+03, 8.9531814164e-04, 1.0378236114e-03, 1.1971762866e-03
2.7876400000e+03, 9.1017417396e-04, 1.0521154964e-03, 1.2092971559e-03
2.7913600000e+03, 9.2410491547e-04, 1.0658195202e-03, 1.2227148115e-03
2.7950800000e+03, 9.3718378199e-04, 1.0789201833e-03, 1.2332087644e-03
2.7988000000e+03, 9.5088104948e-04, 1.0914044352e-03, 1.2450000954e-03
2.8025200000e+03, 9.6382903667e-04, 1.1032618034e-03, 1.2536327642e-03
2.8062400000e+03, 9.7487126749e-04, 1.1144845490e-03, 1.2617923392e-03
2.8099600000e+03, 9.8677623890e-04, 1.1250678308e-03, 1.2697686767e-03
2.8136800000e+03, 9.9863503802e-04, 1.1350098557e-03, 1.2793325410e-03
2.8174000000e+03, 1.0095469752e-03, 1.1443119898e-03, 1.2877234924e-03
2.8211200000e+03, 1.0192901545e-03, 1.1529788086e-03, 1.2947671397e-03
2.8248400000e+03, 1.0292068069e-03, 1.1610180686e-03, 1.3014017767e-03
2.8285600000e+03, 1.0380941254e-03, 1.1684405938e-03, 1.3080578141e-03
2.8322800000e+03, 1.0466072196e-03, 1.1752600861e-03, 1.3138896830e-03
2.8360000000e+03, 1.0532448673e-03, 1.1814928842e-03, 1.3192382644e-03
2.8397200000e+03, 1.0592942845e-03, 1.1871577072e-03, 1.3248306016e-03
2.8434400000e+03, 1.0647458925e-03, 1.1922754239e-03, 1.3289073457e-03
2.8471600000e+03, 1.0716387059e-03, 1.1968688746e-03, 1.3331346873e-03
2.8508800000e+03, 1.0761797228e-03, 1.2009627550e-03, 1.3376313663e-03
2.8546000000e+03, 1.0801473057e-03, 1.2045835429e-03, 1.3401098847e-03
2.8583200000e+03, 1.0817326383e-03, 1.2077594282e-03, 1.3442188319e-03
2.8620400000e+03, 1.0822330110e-03, 1.2105201985e-03, 1.3483555416e-03
2.8657600000e+03, 1.0812717088e-03, 1.2128970417e-03, 1.3512400665e-03
2.8694800000e+03, 1.0793856055e-03, 1.2149222486e-03, 1.3545993180e-03
2.8732000000e+03, 1.0781810674e-03, 1.2166288301e-03, 1.3578144938e-03
2.8769200000e+03, 1.0768197302e-03, 1.2180500884e-03, 1.3590206076e-03
2.8806400000e+03, 1.0746600973e-03, 1.2192191879e-03, 1.3613659663e-03
2.8843600000e+03, 1.0703986821e-03, 1.2201687697e-03, 1.3629002147e-03
2.8880800000e+03, 1.0676902963e-03, 1.2209306301e-03, 1.3648526516e-03
2.8918000000e+03, 1.0639723715e-03, 1.2215354631e-03, 1.3669222646e-03
2.8955200000e+03, 1.0604387765e-03, 1.2220126544e-03, 1.3697151385e-03
2.8992400000e+03, 1.0573305691e-03, 1.2223901022e-03, 1.3717889308e-03
2.9029600000e+03, 1.0552782917e-03, 1.2226940460e-03, 1.3750685773e-03
2.9066800000e+03, 1.0526365085e-03, 1.2229488864e-03, 1.3793985983e-03
2.9104000000e+03, 1.0521133154e-03, 1.2231769859e-03, 1.3820038846e-03
2.9141200000e+03, 1.0509786597e-03, 1.2233984477e-03, 1.3841760546e-03
2.9178400000e+03, 1.0520693087e-03, 1.2236308769e-03, 1.3844685844e-03
2.9215600000e+03, 1.0506624078e-03, 1.2238891357e-03, 1.3862450663e-03
2.9252800000e+03, 1.0508972587e-03, 1.2241851080e-03, 1.3884042789e-03
2.9290000000e+03, 1.0517827143e-03, 1.2245274923e-03, 1.3899236130e-03
2.9327200000e+03, 1.0522630227e-03, 1.2249216381e-03, 1.3917910533e-03
2.9364400000e+03, 1.0529942135e-03, 1.2253694342e-03, 1.3929352892e-03
2.9401600000e+03, 1.0530667200e-03, 1.2258692538e-03, 1.3939919266e-03
2.9438800000e+03, 1.0542266345e-03, 1.2264159532e-03, 1.3955239652e-03
2.9476000000e+03, 1.0559182520e-03, 1.2270009175e-03, 1.3968664736e-03
2.9513200000e+03, 1.0587840770e-03, 1.2276121433e-03, 1.3966974211e-03
2.9550400000e+03, 1.0593479505e-03, 1.2282343485e-03, 1.3967954535e-03
2.9587600000e+03, 1.0620313203e-03, 1.2288490977e-03, 1.3973548280e-03
2.9624800000e+03, 1.0637392942e-03, 1.2294349368e-03, 1.3959569216e-03
2.9662000000e+03, 1.0641741813e-03, 1.2299675318e-03, 1.3946775142e-03
2.9699200000e+03, 1.0628051809e-03, 1.2304198135e-03, 1.3944552947e-03
2.9736400000e+03, 1.0636606213e-03, 1.2307621323e-03, 1.3935047694e-03
2.9773600000e+03, 1.0632014009e-03, 1.2309624311e-03, 1.3918671773e-03
2.9810800000e+03, 1.0642064601e-03, 1.2309864447e-03, 1.3886890427e-03
2.9848000000e+03, 1.0648009266e-03, 1.2307979310e-03, 1.3858174735e-03
2.9885200000e+03, 1.0649828814e-03, 1.2303589367e-03, 1.3841814726e-03
2.9922400000e+03, 1.0628649457e-03, 1.2296300923e-03, 1.3808356522e-03
2.9959600000e+03, 1.0632841900e-03, 1.2285709293e-03, 1.3770609069e-03
2.9996800000e+03, 1.0638932288e-03, 1.2271402098e-03, 1.3727447093e-03
3.0034000000e+03, 1.0634846387e-03, 1.2252962684e-03, 1.3667396922e-03
3.0071200000e+03, 1.0650140406e-03, 1.2229973713e-03, 1.3647026850e-03
3.0108400000e+03, 1.0639038939e-03, 1.2202021080e-03, 1.3626384337e-03
3.0145600000e+03, 1.0632146407e-03, 1.2168698231e-03, 1.3574007899e-03
3.0182800000e+03, 1.0636049508e-03, 1.2129610852e-03, 1.3536192139e-03
3.0220000000e+03, 1.0602939320e-03, 1.2084381645e-03, 1.3501326212e-03
3.0257200000e+03, 1.0569615936e-03, 1.2032654812e-03, 1.3469115670e-03
3.0294400000e+03, 1.0534658218e-03, 1.1974099871e-03, 1.3415956389e-03
3.0331600000e+03, 1.0487449379e-03, 1.1908414623e-03, 1.3348900322e-03
3.0368800000e+03, 1.0432845106e-03, 1.1835327344e-03, 1.3283745636e-03
3.0406000000e+03, 1.0376327421e-03, 1.1754598467e-03, 1.3200255428e-03
3.0443200000e+03, 1.0281232598e-03, 1.1666022002e-03, 1.3125142729e-03
3.0480400000e+03, 1.0200844683e-03, 1.1569426848e-03, 1.3036828535e-03
3.0517600000e+03, 1.0096836066e-03, 1.1464677989e-03, 1.2926796359e-03
3.0554800000e+03, 9.9904936588e-04, 1.1351677645e-03, 1.2820060372e-03
3.0592000000e+03, 9.8576853213e-04, 1.1230366561e-03, 1.2722035610e-03
3.0629200000e+03, 9.7281331790e-04, 1.1100725731e-03, 1.2617501672e-03
3.0666400000e+03, 9.5877690609e-04, 1.0962778605e-03, 1.2480780806e-03
3.0703600000e+03, 9.4463978172e-04, 1.0816593310e-03, 1.2341901076e-03
3.0740800000e+03, 9.2808342079e-04, 1.0662284043e-03, 1.2198432880e-03
3.0778000000e+03, 9.1128030832e-04, 1.0500010927e-03, 1.2030990247e-03
3.0815200000e+03, 8.9441714484e-04, 1.0329978304e-03, 1.1852521336e-03
3.0852400000e+03, 8.7852194818e-04, 1.0152432138e-03, 1.1677260315e-03
3.0889600000e+03, 8.6046725053e-04, 9.9676573822e-04, 1.1516027395e-03
3.0926800000e+03, 8.4172839932e-04, 9.7759758036e-04, 1.1327337610e-03
3.0964000000e+03, 8.2216137795e-04, 9.5777441726e-04, 1.1128965853e-03
3.1001200000e+03, 8.0297074107e-04, 9.3733524246e-04, 1.0915942554e-03
3.1038400000e+03, 7.8250546395e-04, 9.1632214444e-04, 1.0681548238e-03
3.1075600000e+03, 7.6201719639e-04, 8.9478003664e-04, 1.0471654801e-03
3.1112800000e+03, 7.4085633793e-04, 8.7275634772e-04, 1.0243005933e-03
3.1150000000e+03, 7.2051081930e-04, 8.5030068750e-04, 1.0019655648e-03
3.1187200000e+03, 6.9928314432e-04, 8.2746450121e-04, 9.7535622326e-04
3.1224400000e+03, 6.7798993775e-04, 8.0430071888e-04, 9.5100981035e-04
3.1261600000e+03, 6.5588094333e-04, 7.8086340349e-04, 9.2526205122e-04
3.1298800000e+03, 6.3553770089e-04, 7.5720739936e-04, 8.9807724762e-04
3.1336000000e+03, 6.1493759867e-04, 7.3338798226e-04, 8.7217795461e-04
3.1373200000e+03, 5.9532956632e-04, 7.0946051264e-04, 8.4422655613e-04
3.1410400000e+03, 5.7462780454e-04, 6.8548009363e-04, 8.1682368364e-04
3.1447600000e+03, 5.5490987702e-04, 6.6150123594e-04, 7.8910880836e-04
3.1484800000e+03, 5.3343210710e-04, 6.3757753248e-04, 7.6299658452e-04
3.1522000000e+03, 5.1211587006e-04, 6.1376134595e-04, 7.3591280916e-04
3.1559200000e+03, 4.9153211884e-04, 5.9010351394e-04, 7.0929701452e-04
3.1596400000e+03, 4.7094787820e-04, 5.6665307559e-04, 6.8149698213e-04
3.1633600000e+03, 4.5066959780e-04, 5.4345702414e-04, 6.5447054707e-04
3.1670800000e+03, 4.2981808548e-04, 5.2056008772e-04, 6.2580546714e-04
3.1708000000e+03, 4.0965618420e-04, 4.9800453940e-04, 6.0053596012e-04
3.1745200000e+03, 3.9114422571e-04, 4.7583003486e-04, 5.7514640040e-04
3.1782400000e+03, 3.7179347460e-04, 4.5407347502e-04, 5.4856438380e-04
3.1819600000e+03, 3.5257674782e-04, 4.3276888998e-04, 5.2406711769e-04
3.1856800000e+03, 3.3338232626e-04, 4.1194734182e-04, 4.9928532710e-04
3.1894000000e+03, 3.1470237473e-04, 3.9163684582e-04, 4.7660937462e-04
3.1931200000e+03, 2.9722533124e-04, 3.7186231221e-04, 4.5436646403e-04
3.1968400000e+03, 2.7922086614e-04, 3.5264551311e-04, 4.3279519105e-04
